2025-06-03 01:40:52.477261,0,3006,1515,0.0,0.0,-829.0492,66.072,26.785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:40:53.106543,0,3006,1515,0.0,0.0,-829.0492,66.072,26.785,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:40:57.426357,0,3006,1515,0.0,0.0,-829.0541,66.072,26.81,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:40:57.943815,0,3006,1515,0.0,0.0,-829.0541,66.072,26.81,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:40:59.695089,0,3006,1515,0.0,0.0,-829.0541,66.072,26.81,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:41:02.357554,0,3006,1515,0.0,0.0,-829.0562,66.072,26.775,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:41:02.874976,0,3006,1515,0.0,0.0,-829.0562,66.072,26.775,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:41:07.816443,0,3006,1515,0.0,0.0,-829.0671,66.072,26.705,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:41:12.125850,0,3006,1515,0.0,0.0,-829.0437,66.072,26.835,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:41:12.642785,0,3006,1515,0.0,0.0,-829.0437,66.072,26.835,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:41:13.159741,0,3006,1515,0.0,0.0,-829.0437,66.072,26.835,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:41:17.034463,0,3006,1515,0.0,0.0,-829.0805,66.072,26.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:41:21.910439,0,3006,1515,0.0,0.0,-829.0606,66.072,26.775,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:41:22.427531,0,3006,1515,0.0,0.0,-829.0606,66.072,26.775,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:41:22.943340,0,3006,1515,0.0,0.0,-829.0606,66.072,26.775,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:41:26.821118,0,3006,1515,0.0,0.0,-829.0363,66.072,26.785,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:41:27.338683,0,3006,1515,0.0,0.0,-829.0363,66.072,26.785,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:41:32.304636,0,3006,1515,0.0,0.0,-829.0636,66.072,26.81,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:41:36.543742,0,3006,1515,0.0,0.0,-829.0636,66.072,26.81,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:41:37.062304,0,3006,1515,0.0,0.0,-829.0621,66.072,26.835,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:41:37.578545,0,3006,1515,0.0,0.0,-829.0621,66.072,26.835,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:41:42.153409,0,3006,1515,0.0,0.0,-829.0427,66.072,26.825,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:41:46.467373,0,3006,1515,0.0,0.0,-829.0527,66.072,26.88,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:41:46.983783,0,3006,1515,0.0,0.0,-829.0527,66.072,26.88,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:41:47.500941,0,3006,1515,0.0,0.0,-829.0527,66.072,26.88,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:41:51.376758,0,3006,1515,0.0,0.0,-829.0278,66.072,26.76,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:41:51.894714,0,3006,1515,0.0,0.0,-829.0278,66.072,26.76,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:41:56.836041,0,3006,1515,0.0,0.0,-829.0875,66.072,26.81,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:41:57.352101,0,3006,1515,0.0,0.0,-829.0875,66.072,26.81,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:42:01.229638,0,3006,1515,0.0,0.0,-829.0646,66.072,26.845,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:42:01.746235,0,3006,1515,0.0,0.0,-829.0646,66.072,26.845,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:42:06.712191,0,3006,1515,0.0,0.0,-829.0527,66.072,26.785,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:42:10.953276,0,3006,1515,0.0,0.0,-829.0527,66.072,26.785,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:42:11.470521,0,3006,1515,0.0,0.0,-829.0223,66.072,26.85,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
2025-06-03 01:42:11.987673,0,3006,1515,0.0,0.0,-829.0223,66.072,26.85,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,-3000.0,-3000.0,0.0,0
