2025-06-10 14:03:26.699868,"0,3005,1001,50,0"
2025-06-10 14:03:26.703868,"0,3005,1515,0.0,0.0,-827.5201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0"
2025-06-10 14:03:26.715379,"2025-06-10 14:07:51 - Main - INFO: response: 0,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,20,2,5,1,0.2,0.05,0.01,1,1,1,1.0,0,0,0,0,10"
2025-06-10 14:03:31.016559,"0,3005,1515,0.0,0.0,-827.527,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0"
2025-06-10 14:03:33.117552,"0,3005,1515,0.0,0.0,-827.527,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0"
2025-06-10 14:03:35.212360,"0,3005,1515,0.0,0.0,-827.527,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0"
2025-06-10 14:03:37.374989,"0,3005,1001,50,0"
2025-06-10 14:03:37.379493,"0,3005,1001,0.0,0.0,-827.5737,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0"
2025-06-10 14:03:37.390504,"2025-06-10 14:08:02 - Main - INFO: response: 0,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,20,2,5,1,0.2,0.05,0.01,1,1,1,1.0,0,0,0,0,10"
2025-06-10 14:03:41.702400,"0,3005,1515,0.0,0.0,-827.5479,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0"
2025-06-10 14:03:43.788366,"0,3005,1515,0.0,0.0,-827.5479,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0"
2025-06-10 14:03:45.885274,"0,3005,1515,0.0,0.0,-827.5479,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0"
2025-06-10 14:03:48.053377,"0,3005,1001,50,0"
2025-06-10 14:03:48.058384,"0,3005,1001,0.0,0.0,-827.5693,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0"
2025-06-10 14:03:48.069518,"2025-06-10 14:08:13 - Main - INFO: response: 0,10,10,0,0,1,0,0,0,0,0,0,0,0,0,0,20,2,5,1,0.2,0.05,0.01,1,1,1,1.0,0,0,0,0,10"
2025-06-10 14:03:52.371547,"0,3005,1515,0.0,0.0,-827.5633,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0"
2025-06-10 14:03:54.473754,"0,3005,1515,0.0,0.0,-827.5633,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0"
2025-06-10 14:03:56.557670,"0,3005,1515,0.0,0.0,-827.5633,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0"
2025-06-10 14:03:58.732888,"0,3005,1515,0.0,0.0,-827.5549,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0"
2025-06-10 14:04:00.827933,"0,3005,1001,50,0"
2025-06-10 14:04:00.833980,"0,3005,1001,0.0,0.0,-827.5549,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0"
2025-06-10 14:04:00.843988,"2025-06-10 14:08:25 - Main - INFO: response: 0,10,10,0,0,0,1,0,0,0,0,0,0,0,0,0,20,2,5,1,0.2,0.05,0.01,1,1,1,1.0,0,0,0,0,10"
2025-06-10 14:04:05.143914,"0,3005,1515,0.0,0.0,-827.5469,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0"
2025-06-10 14:04:07.240477,"0,3005,1515,0.0,0.0,-827.5469,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0"
2025-06-10 14:04:09.402695,"0,3005,1515,0.0,0.0,-827.5394,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0"
2025-06-10 14:04:11.502846,"0,3005,1001,50,0"
2025-06-10 14:04:11.508354,"0,3005,1001,0.0,0.0,-827.5394,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0"
2025-06-10 14:04:11.518862,"2025-06-10 14:08:36 - Main - INFO: response: 0,10,10,0,0,0,0,1,0,0,0,0,0,0,0,0,20,2,5,1,0.2,0.05,0.01,1,1,1,1.0,0,0,0,0,10"
2025-06-10 14:04:15.812156,"0,3005,1515,0.0,0.0,-827.5519,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0"
2025-06-10 14:04:17.908319,"0,3005,1515,0.0,0.0,-827.5519,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0"
2025-06-10 14:04:20.082984,"0,3005,1515,0.0,0.0,-827.5474,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0"
2025-06-10 14:04:22.169673,"0,3005,1001,50,0"
2025-06-10 14:04:22.175177,"0,3005,1001,0.0,0.0,-827.5474,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0"
2025-06-10 14:04:22.186690,"2025-06-10 14:08:47 - Main - INFO: response: 0,10,10,0,0,0,0,0,1,0,0,0,0,0,0,0,20,2,5,1,0.2,0.05,0.01,1,1,1,1.0,0,0,0,0,10"
2025-06-10 14:04:26.492785,"0,3005,1515,0.0,0.0,-827.5524,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0"
2025-06-10 14:04:28.581266,"0,3005,1515,0.0,0.0,-827.5524,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0"
2025-06-10 14:04:30.754065,"0,3005,1515,0.0,0.0,-827.531,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0"
2025-06-10 14:04:32.857567,"0,3005,1515,0.0,0.0,-827.531,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0"
2025-06-10 14:04:35.015316,"0,3005,1001,50,0"
