2024-02-02 15:38:16.170181,0,2501,1515,4000,0.0,96.0,0.0,0.0,0.0,0.0,0,200.0,2.0,5.0,1.0,0,20.0,0.2,0.05,0.01,0.0,0.0,0.0,0.0,0
2024-02-02 15:38:16.370181,0,2501,1515,4000,0.0,96.0,0.0,0.0,0.0,0.0,0,200.0,2.0,5.0,1.0,0,20.0,0.2,0.05,0.01,0.0,0.0,0.0,0.0,0
2024-02-02 15:38:16.850732,0,2501,1515,4081,174.08,94.00,0.00,0.00,281.60,265.60,0,200.00,2.00,5.00,1.00,0,20.00,0.20,0.05,0.01,0.00,195.33,174.08,0.00,0,
2024-02-02 15:38:17.849408,0,2501,1515,4081,174.08,95.00,0.00,0.00,281.60,265.60,0,200.00,2.00,5.00,1.00,0,20.00,0.20,0.05,0.01,0.00,195.33,174.08,0.00,0,
2024-02-02 15:38:18.841297,0,2501,1515,4081,174.08,95.00,0.00,0.00,281.60,265.60,0,200.00,2.00,5.00,1.00,0,20.00,0.20,0.05,0.01,0.00,195.33,174.08,0.00,0,
2024-02-02 15:38:19.832684,0,2501,1515,4081,174.08,95.00,0.00,0.00,281.60,265.60,0,200.00,2.00,5.00,1.00,0,20.00,0.20,0.05,0.01,0.00,195.33,174.08,0.00,0,
2024-02-02 15:38:20.827575,0,2501,1515,4081,174.08,97.00,0.00,0.00,281.60,265.60,0,200.00,2.00,5.00,1.00,0,20.00,0.20,0.05,0.01,0.00,195.33,174.08,0.00,0,
2024-02-02 15:38:21.823170,0,2501,1515,4081,174.08,97.00,0.00,0.00,281.60,265.60,0,200.00,2.00,5.00,1.00,0,20.00,0.20,0.05,0.01,0.00,195.33,174.08,0.00,0,
2024-02-02 15:38:22.817895,0,2501,1515,4081,174.08,100.00,0.00,0.00,281.60,265.60,0,200.00,2.00,5.00,1.00,0,20.00,0.20,0.05,0.01,0.00,195.33,174.08,0.00,0,
2024-02-02 15:38:23.809353,0,2501,1515,4081,174.08,100.00,0.00,0.00,281.60,265.60,0,200.00,2.00,5.00,1.00,0,20.00,0.20,0.05,0.01,0.00,195.33,174.08,0.00,0,
2024-02-02 15:38:24.804774,0,2501,1515,4081,174.08,102.00,0.00,0.00,281.60,265.60,0,200.00,2.00,5.00,1.00,0,20.00,0.20,0.05,0.01,0.00,195.33,174.08,0.00,0,
2024-02-02 15:38:25.799640,0,2501,1515,4081,174.08,104.00,0.00,0.00,281.60,265.60,0,200.00,2.00,5.00,1.00,0,20.00,0.20,0.05,0.01,0.00,195.33,174.08,0.00,0,
2024-02-02 15:38:26.795178,0,2501,1515,4081,174.08,104.00,0.00,0.00,281.60,265.60,0,200.00,2.00,5.00,1.00,0,20.00,0.20,0.05,0.01,0.00,195.33,174.08,0.00,0,
2024-02-02 15:38:27.787338,0,2501,1515,4081,174.08,106.00,0.00,0.00,281.60,265.60,0,200.00,2.00,5.00,1.00,0,20.00,0.20,0.05,0.01,0.00,195.33,174.08,0.00,0,
2024-02-02 15:38:28.782452,0,2501,1515,4081,174.08,109.00,0.00,0.00,281.60,265.60,0,200.00,2.00,5.00,1.00,0,20.00,0.20,0.05,0.01,0.00,195.33,174.08,0.00,0,
2024-02-02 15:38:29.778371,0,2501,1515,4081,174.08,110.00,0.00,0.00,281.60,265.60,0,200.00,2.00,5.00,1.00,0,20.00,0.20,0.05,0.01,0.00,195.33,174.08,0.00,0,
2024-02-02 15:38:30.771650,0,2501,1515,4081,174.08,112.00,0.00,0.00,281.60,265.60,0,200.00,2.00,5.00,1.00,0,20.00,0.20,0.05,0.01,0.00,195.33,174.08,0.00,0,
2024-02-02 15:38:31.765910,0,2501,1515,4081,174.08,112.00,0.00,0.00,281.60,265.60,0,200.00,2.00,5.00,1.00,0,20.00,0.20,0.05,0.01,0.00,195.33,174.08,0.00,0,
2024-02-02 15:38:32.759646,0,2501,1515,4081,174.08,112.00,0.00,0.00,281.60,265.60,0,200.00,2.00,5.00,1.00,0,20.00,0.20,0.05,0.01,0.00,195.33,174.08,0.00,0,
2024-02-02 15:38:33.751680,0,2501,1515,4081,174.08,115.00,0.00,0.00,281.60,265.60,0,200.00,2.00,5.00,1.00,0,20.00,0.20,0.05,0.01,0.00,195.33,174.08,0.00,0,
2024-02-02 15:38:34.746128,0,2501,1515,4081,174.08,114.00,0.00,0.00,281.60,265.60,0,200.00,2.00,5.00,1.00,0,20.00,0.20,0.05,0.01,0.00,195.33,174.08,0.00,0,
2024-02-02 15:38:35.741031,0,2501,1515,4081,174.08,115.00,0.00,0.00,281.60,265.60,0,200.00,2.00,5.00,1.00,0,20.00,0.20,0.05,0.01,0.00,195.33,174.08,0.00,0,
2024-02-02 15:38:36.736843,0,2501,1515,4081,174.08,117.00,0.00,0.00,281.60,265.60,0,200.00,2.00,5.00,1.00,0,20.00,0.20,0.05,0.01,0.00,195.33,174.08,0.00,0,
2024-02-02 15:38:37.731321,0,2501,1515,4081,174.08,116.00,0.00,0.00,281.60,265.60,0,200.00,2.00,5.00,1.00,0,20.00,0.20,0.05,0.01,0.00,195.33,174.08,0.00,0,
2024-02-02 15:38:38.724273,0,2501,1515,4081,174.08,116.00,0.00,0.00,281.60,265.60,0,200.00,2.00,5.00,1.00,0,20.00,0.20,0.05,0.01,0.00,195.33,174.08,0.00,0,
2024-02-02 15:38:39.718683,0,2501,1515,4081,174.08,117.00,0.00,0.00,281.60,265.60,0,200.00,2.00,5.00,1.00,0,20.00,0.20,0.05,0.01,0.00,195.33,174.08,0.00,0,
2024-02-02 15:38:40.709361,0,2501,1515,4081,174.08,116.00,0.00,0.00,281.60,265.60,0,200.00,2.00,5.00,1.00,0,20.00,0.20,0.05,0.01,0.00,195.33,174.08,0.00,0,
2024-02-02 15:38:41.705283,0,2501,1515,4081,174.08,116.00,0.00,0.00,281.60,265.60,0,200.00,2.00,5.00,1.00,0,20.00,0.20,0.05,0.01,0.00,195.33,174.08,0.00,0,
2024-02-02 15:38:42.701456,0,2501,1515,4081,174.08,116.00,0.00,0.00,281.60,265.60,0,200.00,2.00,5.00,1.00,0,20.00,0.20,0.05,0.01,0.00,195.33,174.08,0.00,0,
2024-02-02 15:38:43.696603,0,2501,1515,4081,174.08,116.00,0.00,0.00,281.60,265.60,0,200.00,2.00,5.00,1.00,0,20.00,0.20,0.05,0.01,0.00,195.33,174.08,0.00,0,
2024-02-02 15:38:44.687457,0,2501,1515,4081,174.08,116.00,0.00,0.00,281.60,265.60,0,200.00,2.00,5.00,1.00,0,20.00,0.20,0.05,0.01,0.00,195.33,174.08,0.00,0,
2024-02-02 15:38:45.682562,0,2501,1515,4081,174.08,115.00,0.00,0.00,281.60,265.60,0,200.00,2.00,5.00,1.00,0,20.00,0.20,0.05,0.01,0.00,195.33,174.08,0.00,0,
